tweet,label
"Dear @gojekindonesia , drivernya kalo emang ga bisa/ ga mau ngambil, jgn 9 jam juga baru batalin.. Ketentuan sameday 6-8 jam sampe, ini malah dia batalin.. Seller ama buyer saling nungguin.. Kan jadi repot kalo begini",negatif
Dear @gojekindonesia kenapa hrga pake gobluebird vs goride jadi lebih murah gobluebird? Baiknya tarif bisa rata spy tidak merugikan para driver goride. Disclaimer: ini adalah kondisi tarif hari jumat 10 mei jam 6 pagi. Alamat sya samarkan tp jarak ttp sama.,netral
"Dear @gojekindonesia Please bantu saya, kmrn saya pesan gofood di seller ini, barusan saya mau review, karena gak konsen, kepencet bintang 1 Gimana mau merubahnya yaa.. Aslinya singkongnya enak, renyah, empuk, porsi besar.. Saya mau kasih bintang 5..",netral
"Dear @gojekindonesia saya sudah beberapa kali coba pesan Gofood di resto yang berbeda tapi gak nemu driver terus. Ini kenapa, ya?",netral
"Dear @gojekindonesia sekarang saya berada di gocar tujuan dr bandara ke penjaringan jakut.. Dan ddpn terjebak macet, driver tsb seolah bad mood uring2an sehingga saya tidak merasa nyaman.",negatif
"Dear @gojekindonesia Selamat malam, kalau saya boleh tau. Adakah standar motor utk driver goride? Karena tadi pagi saya dapat motor ninja kurleb kayak gini, dan ini bener2 resah. Naik susah, turun apalagi, terus dijalan ribet sendiri kek mau ngejengkang :(",negatif
"Dear @gojekindonesia utk sekedar saran nih klo order goshop & gomart ongkos yg diterima driver lbh besar dong daripada goride /gofood gosend, krna goshop/ gomart itu kan pakai modal kota sendiri, sedangkan gojek cuma ambil fee dipotong dari driver tanpa ada potongan dari cs",netral
"Dear @gojekindonesia, ini ada apa ya dg aplikasi.. kok biaya perjalanan saya semakin mahal karena jarak tempuh yg di putar & semakin jauh.. saya dri rmh ke situ pasar minggu jaraknya 10,6km.. beberapa hari ini saya order masa jadi 18km dan biaya jadi mahal. Saya setiap hari pAkAI goride",negatif
"Dear abang gofood grabfood, please status �order collected� nya bener- bener diklik kalau emang bener udh di collect, boleh?  Infonya will arrive in 10 mins,  seringkali udah nunggu 40 menit-an, eh kok nggak sampai2, kirain nyasar, pas dibuka app nya, eh kok masih disitu aja",negatif
Definisi dapat driver gocar super baik adalah disaat berangkat kondangan terus udah sampe tempatnya drivernya bilang mau nungguin aku pulang kondangan itu rasanya ya ampun baik polllll ,positif
demi apa ternyata aplikasinya eror aku awalnya pesan goride pakai gopay trs gak dapat beberapa kali coba order tetap nggak bisa aku coba ganti cash gak dapat driver juga aplikasi gojek kenapa sih jadi sering error begini,negatif
di akun Teman ku perbedaannya besar bgt harga gocar sama grabcar jauh bgt gila lebih murah gocar,positif
"Di awal2 Covid sbg lansia saya takut banget. ART diistirahatkan, ntar makan gimana? yg menghibur: kan ada gofood. Ternyata selama Covid hampir setiap minggu ada aja yg kirim makanan enak- enak, sampai freezer penuh.",netral
"Di saat tarif gocar dan grab car membumbung tinggi dan ordernya pun sulit, my bluebird ini benar2 jadi penyelamat tarifnya juga sangat bersahabat karena jalanan ternyata tidak terlalu macet cenderung lancar.",netral
Dihajar gosend goride performa jadi hancur sedih banget jadi susah banget dapat pelanggan,negatif
Dr stasiun jalanan kering waktu dijalan langsung hujan deras kenapa sih di bogor klo tau mau ujan kan gua pesan gocar tadi harusnya,netral
driver gocar yg bluebird knp batu bgt si padahal tujuan ke rumah saya tp dikasih tau jalan malah nggak mau dengar kesal banget sama driver nya,negatif
Driver gojek lebih nyaman kalo orderan yg mereka dapat goride aja atau gofood aja Kalo yg biasanya dapat gofood malah lebih senang karna bisa dapat uang tip,netral
Driver gojek lebih nyaman kalo orderan yg mereka dapat goride2 aja atau gofood2 aja. Kalo yg biasanya dapat gofood terus tiba2 daper goride mereka kayaknya lebih milih matiin akun.,netral
Dua minggu di Solo dan ngerasain driver Gojek di Solo super ramah ya. Belum pernah ngalamin orderan aku dicancel dan Gosend distance jauh pun diterima baik btw. Tiap Gofood mrk selalu makasih duluan pdhl harusnya aku,positif
dulu aku gt duduk depan tapi ternyata pernah di bilang sama abang gojek nya lebih baik duduk belakang karna jauh lebih aman ini posisi aku smp si jadi ya gt sekarng klo naik gocar duduk belakang,netral
Dulu goride bisa dipake Sekarang kok gak bisa bingung banget sama gojek aplikasinya error terus,negatif
"Dulu pas kuliah sering banget gofood, skg gojek cuma buat transport ke kantor PP. Bolehlah gofood, tapi sekali2 aja.",netral
"dulu saya pernah lapar, bingung, uang didompet cuma 10rb, di saku hanya ada receh 500an 3 keping, transferan masih 3 hari lg, gmn saya bisa bertahan hidup. lalu saya ingat saldo gopay ada 2 juta, jd saya gofood aja di KFC terdekat, saya ga jadi kelaparan, masalah terselesaikan.",netral
Dulu sebelum Pandemi Itu GoRide Ada voucher diskon Ada yg jual di Instagram juga dapat voucher gt,netral
eh sumpah duh anjir kok malu nya sekarang jadi kemaren kan gue ga tau kalo abang gocar nunggu di lobby jadi gue santai aja masih belanja rupanya dia udah telfon berkali kali maaf ya abang driver,netral
Emang ini lampu merah terlama sedunia Abang gocar auto senderan begitu sampe di lampu merah ini,netral
enak banget di gofood Banyak pilihan . Kalo ditempat aku ada resto spesialis nasi bakar yang enak banget dan gw suka banget sama sambal nya,positif
"enak banget tau ini parah Butter rice dengan topping mix veggie, potongan daging dan siraman saus Mushroom spesial kalau kamu abis ngeliat ini trus lapar, bisa banget langsung kamu order di GoFood dan GrabFood. Mau dine in juga bisa banget, lho! So easy, right?",positif
"Enak kok, awalnya ragu beneran milkshake apa cuma pop ice dikasih air, tapi beneran susu kok ini mah. Buah stroberi nya cuma gimmick btw, dipotong tipis banget wkwk. Beli di gofood beli 3 dapat diskon 25k lumayan lah",positif
"Enaknya di kasih goride bisa omongan sharing di jalan Tadi kenangan bgt sih, drivernya seru diajak ngobrol",positif
"Entah kenapa kalo driver Grabfood, dapatnya selalu yang ketus dan tidak ramah. Padahal kalo driver Gofood dapatnya ramah dan sopan. 10 orderan terakhir sih, kenyataan begitu, gojek murah senyum, grab isinya cemberut.",positif
"Entahlah, gue lebih nyaman dengan driver- driver Gocar dibanding yang satu lagi",positif
Fitur goride dengan dua tujuan nih bagus tapi bisa jadi bahaya juga coba bayangkan kalau yang pesan satu orang tapi dengan dua tujuan pasti jadi repot ngga sih,netral
Ga bisa pulang Ga dapat gocar sabar aja mungkin driver nya lagi sibuk juga dengan penumpang yang lain,netral
Ga cuma GoFood yang membebankan semua biaya ke penjual driver dan pembeli Supir GoCar curhat panjang lebar,netral
ga dapat gocar yasudah menunggu aja dulu pasti driver nya juga kewalahan mungkin penumpang yang naik gocar juga lagi banyak,netral
ga paham sama gojek gue pesan goride di pangkalan gojek dan dapatnya bukan driver yang disitu mungkin kedepannya sistemnya perlu diperbaharui,netral
Ga suka banget sama goblubird dari gojek Estimasi dari rumah ke binus aneh banget Terus waktu jalan ga ada argo,positif
gada kode promo goride di gojek gitu kubayar pakai gopay Ternyata kakek bayar lgi ke driver nya,netral
"Gaes, ini kebetulan nemu menu masakan manado buatan ortu driver gocar gue, nampaknya menggiurkan dengan harga terjangkau,",positif
"Gak hanya itu, dgn GO-PAY kita bisa kasih tip juga ke driver. Kalau pas pesan GO-RIDE/GOCAR & dapat driver yg sopan. Kendaraannya nyaman, nyetirnya aman. Jangan ragu kasih mereka tip. Pasti senang banget.",positif
"Gampang kok, tinggal pesan aja lewat aplikasi gofood atau grabfood kamu, terus kamu ketik nama Resto ""Raja Molen Raja"", lalu pesan varian rasa kesukaanmu, dan buktiin sendiri gimana sensasinya.",netral
"Garagara hujan seharian jadi pesen gocar dan dapat driver gocar yg seru diajak ngobrol tu enak bgt. Pergi ke Warkop dapat yg seru, pulangnya dapat lg yg seru tapi toxic. Hidup sesimple itu ternyata. Bintang 5 buat kalian dan tips nya diterima ya",positif
"Gas habis, engga lama orderan gofood dateng. Driver @gojekindonesia dengan senyum ramah bersedia bantu untuk pasang gas. Terima kasih banyak ya pak Ryo. Semoga selalu diberi kesehatan dan rejeki yang banyak",positif
"Gatau kenapa ada rasa nyaman aja naik GoCar, berasa naik mobil Pribadi. Harga ? gausah ditanya lagi, terjangkau lah",positif
"Gengs minta rekomendasi cold brew yg enak di marketplace or gofood dong (mau coba minum kopi lagi, konon cold brew ramah lambung ya)",netral
Gila banget harga ongkos GoCar Sama GrabCar selisih lebih murah Gocar keren sih persaingannya,positif
"Gocar driver satu ini luar biasa prepare sih buat gue. Selengkap itu sampe spray disinfektan aja ada.. semua di plastikin juga. Mobil wangi, bersih, dan bapaknya ramah banget walau pickupnya jauh dan kondisi ujan!",positif
"GoCar juga ada sekatnya di kursi dpn dan belakang. Nah uda deh, jadi jgn khawatir krn driver yg beroperasi dijamin aman yaa. Balik lagi bahas GoFood ya, karena protokol J3K (Jaga Kesehatan, Kebersihan, dan Keamanan) dari Gojek jadi bisa jajan aman dan nyaman tanpa khawatir.",positif
"Gocar terenak lah so far.. udah mobilnya bersih, enak, bapanya ga banyak nanya, lagunya edm",positif
"Gofood bisa aja. Ngasih vocer ongkir bagus. Potongan 5rb. Deliv promo diskon, harga makanan juga dipotong. Pinter amat bikin org pengen gofood mulu",positif
Gofood emang paling enak karena cepet banget murah dan driver nya ramah dan bersih juga,positif
Gofood goride gojek gopay jadi gitu aku pernah goride bayarnya pakai gopay tapi driver nya tetap minta ongkosnya tapi aku tetap kasih aja lumayan untuk sedekah,netral
Gofood hari ini promo pick up nya bagus potongan nya lumayan gede bakalan seru nih nanti siang bisa pesan makan enak soalnya ada burger yang enak banget di gofood,positif
Gofood judulnya 'ayam guling' 3x pesan enak banget ada promo dari gofood harga nya murah dan terjangkau dan pengiriman nya aman dari covid karena driver nya menjamin kebersihan makanan,positif
gofood pilih yang promo pickup sekali beli bisa porsi an bisa kali makan kan tuh jadi murah lagi,positif
Gojek Bandar Lampung Beri Potongan Harga untuk GoCar dan GoRide lumayan lah,positif
"Gojek di Yogyakarta treat me well lately. Pertama, makanan promo gofood enak semua ongkir cuma 2ribu. Promo kopi susu 10ribuan langsung beli 3 gelas dan ternyata enak juga :"") Lalu mas gojek yang super ramah dan baik, buat secure diri ini.",positif
gojek emang bs semuanya bagus mesen goride langsung ada yang terima dan pesanan nya cepat sampe,positif
Gojek memang keren banget soalnya aku sering dikasih promo goride sampe gratis pulang pergi,positif
"Gojek, layanan cepat, driver ramah, harga makanan (Gofood) lebih pasti, ongkir lebih jelas",positif
Gojek. Drivernya kek lebih professional drpd yg satu. Yang ini menurutku aja tp mostly gocar mobilnya juga lebih bersih dan harum,positif
"grab lagi mahal bgt kl ujan coba gocar deh bs setengah harga berkurang, gocar memang lebih murah sih gue pecinta gojek sih dari dulu bnget",positif
"Gua juga pernah gini naik gocar wkwk kebisaan gopay taunya waktu itu kepencet cash. Driver nunggu agak lama sampe nelpon beberapa kali, untung keangkat dan akhirnya gua samperin lagi sambil minta maaf banget",netral
gua pernah waktu itu menyelesaikan misi naik goride dapat saldo gopay lumayan bgt senang banget dan bangga waktu dapat itu terimakasih gojek,positif
"Gua udh sok sok puitis review di gofood, tp gak bisa submit mulu huhu padahal enak bgt, tolong baca ya @McDonalds_ID. Jangan dihapus menunya, please bgt. Kapan-kapan bisa dong kasih voucher buat order ini lg",netral
Gue belanjain voucher goride lihat punggung bapak driver ada surat dari Istrinya yg lucu kayak gini Isinya bikin tersentuh bang,netral
"gue ga pernah ngalamin begitu. Mau di Jakarta, Semarang, Bandung, Palembang semuanya berdasar tarif gocar. Dan kalo ada permasalahan begitu, tinggal foto dan screenshot transaksi, kirim email, langsung balik duit kita.",netral
gue kalo kemana mana sendirian pake gocar aman kok mobil nya juga bersih dan kadang ada permen gratis dan enak juga haha,positif
GUE KALO NAIK GOJEK SeLALU GINI TP KaDANG MEREKA YG LAMA SIH WKWKWK TP GPP Ga PeRNAH NGASIH BINTANG 3 KEBAWAH SLALU 4/5 MESKIPUN PERNAH PAS GOFOOD MAKANNNYA KURANG 1 SELALU BILANG MAKASIH TENTUNYA DAN PLING SUKA KL DPT DRIVER YANG RAMAH SLALU NANYA/NGOBROL,netral
"Gue kasih saran ya @gojekindonesia, khusus layanan goride tolong nomor telepon customer jangan di samar kan. Lu ga tau, susahnya menelpon customer. Nanyain posisinya, gue nunggu setengah jam orangnya enggak keliatan. ",netral
"gue kayak lagi nontonin diri sendiri main ke kosan teman gt malam ""gabut ngetok pintu sekosan kyk woi gue gabut gofood yuk"" ",netral
Gue kemarin cek harga GoCar dgn jarak sepuluh kiloan ongkos nya setara dengan biaya naik haji harganya nggak masuk akal banget asli mahal parah,negatif
gue lebih milih gofood sumpah makanan enak dan voucher yang selalu setia menghiasi orderan gw,positif
gue mah gofood aja harvestnya susah amat pake kesana segala kan ada gofood yang bisa antar buat gue dan gratis ongkir juga kok siapa coba yang nggak bahagia,positif
"Gue mau bahas perkara rating di Google review, Gofood, dan Grabfood yang kalo dipakenya ga bener, ga cuma ngerugiin pemilik warung, tapi jiga customer lain. Retweet biar budaya asal kasi rating itu hilang yuk",netral
Gue pake goride mulu kok jarang bgt dapat voucher sih seringnya dapat voucher buat gofood tp di resto tertentu tp emg gojek masih kurang tepat untuk membagikan voucher sesuai kebutuhan pelanggan mungkin kedepannya bisa diperbaiki sistemnya,netral
Gue pernah short trip ke Banten cari mobil rental ga ketemu akhirnya pesan gocar jadi solusi,positif
Gue team kalo ujan deres nyalain aplikasi driver gocar soalnya ga tega sm customer kalo pergi kehujanan dan nunggu redanya lama jadi langsung nyalain aplikasi driver gocar,netral
"Gue termasuk yang merasa aman dan nyaman pakai layanan GoCar/ GoRide/ GoBluebird selama ini karena yakin mereka nerapin protokol kesehatan. Kendaraan selalu bersih, sopir pakai masker, dan ramah + sopan",positif
"Gue termasuk yg jarang banget gofood, Beberapa kali gofood selalu dpt driver yg ramah bgt. Tadi gofood makanan seharga 232rb aku kasih 235rb",positif
guis saran seblak enak di gofood bandung dong. bingung banget tukang seblak deket rumah masih pada tutup dan bingung mau beli yang mana,netral
"hai min... Kok bagian promo yang isinya voucher potongan gofood, goride dll suka hilang sendiri ya. Padahal masa berlaku voucher masih lama. Dan sering banget kejadiannya. Kemarin saya baru lapor. Eh malamnya sudah normal. Tp pagi ini saya mau pakai hilang lagi... saya kecewa",negatif
"Hallo @gojekindonesia sebaiknya layanan gosend ada rating nya karena byk sekali customer yg titik lokasi nya sangat tdk akurat, harga lebih murah tapi kerja lebih lama muter-muter mencari alamat. Saran buat video edukasi cara menggunakan aplikasi gojek yg benar. Trimakasih",netral
"Halo @gojekindonesia Mau kasih saran aja buat partner gofoodnya, nyari drivernya deket deket makanannya udah siap aja jd drivernya ga nunggu lama",netral
"Halo Kak, klo mau naik goride, penumpang wajib bawa helm sendiri ya? Kalo kebetulan ga bawa helm, ga boleh naik?",netral
"Halo kak, tolong konfirmasi bagaimana kalau driver menagih penagihan 2 sisi ya? padahal sudah sy bayar untuk mengirim gosend tetapi membayar lagi untuk penerima",netral
Halo min @gojekindonesia kriteria gofood SUPER itu gimana ya? pesanan di input di resto jam 15:34 dan sekarang sudah jam 15.50 belum selesai juga nih pesanan @SolariaID,netral
halo min gojekku error udah beberapa hari kayak gini terus Ga bisa goride gocar atau order apapun itu kenapa ya,netral
halo saya mau ganti nomor hp di gojek karena sudah tidak aktif caranya gimana ya?,netral
"halo voucher saya kok banyak yg hilang yah? Padahal tadi pagi masih ada. Voucher gofood, gocar, goride & gopulsa saya hilang semua.",negatif
"Harbolnas dan promo akhir tahunnya dimanfaatin dengan cara order gofood pake diskon dan free ongkir yg sayang kalo dilewatin, kebetulan banget nafsu belanjanya ke makanan",positif
harga gocar sama grabcar bisa beda gt ya lebih murah gocar dan beda nya jauh juga,positif
"Harganya terjangkau, apalagi beli lewat gofood di cabang yg udah promo (ku beli di sinar jaya lbs) plus pake voucher, terus di pick up sendiri. bagus",positif
hari ini ada mas gojek yang rela nerobos banjir demi bawain gue obat dari halodoc karena dia keinget alm. bapanya meninggal karena telat dikasih obat. Terharu banget sama driver yang super baik,positif
"Hari ini driver gocarnya ibu-ibu 60 tahun dalam trip pertamanya. Seru abis wkwkwk XD Anaknya udah kerja dan nikah semua, dan dia dikirimin uang, tapi beliau ga enak kalau pake duit bukan hasil sendiri, plus dia bosen ga ngapa2in di rumah, jd dia daftar jd driver gocar",positif
Hari ini gw naik gocar @gojekindonesia bayarnya #pake @gopayindonesia beda banget sma yg tetangga sebelah nyaman cepat ramah sopan taripnya cuma 2rb aja tp nyaman senang banget pokoknya,positif
"Harusnya @gojekindonesia crosscek dulu masalahnya jgn cuma menerima pengaduan cs lalu kasih warning ke driver, blm tentu driver itu yg salah, bisa aja cs yg salah krna malu mendingan cs itu buat pengaduan lbh dulu, saran sy @gojekindonesia lbh selektif menerima aduan cs",netral
"Harusnya order gocar buat anter makanan sebanyak ini. Tapi ga pake gofood, karena gofood harus nunggu order jadi, dan itu agak lama. Mending order gocar saat udah jadi. Biar sama-sama adil",netral
heboh bgt hariini pake ada drama botol tupperware ketinggalan di gocar alhamdulillah bapak driver nya baik bgt mau mengembalikan. Senang sekali barang bisa aman kalau naik gocar ,positif
"Hidup wajib dipertahankan. Kehidupan wajib diperjuangkan. Keluar rumah demi kehidupan, pertama kali naik GoCar @gojekindonesia ada sekat pengemudi. Selain halal, sejak pandemi yang namanya usaha juga harus sehat, bersih & aman",positif
Inget dulu mesen gofood buat mam siang pas jam istirahat karna kantin kampus lagi tutup Terus jadinya pesan makanan lewat gofood dapat promo jadi bayar murah,positif
Inget pas nikahan bu dwi .. pulang nya dapat gocar abang nya seru banget macet 2 jam nggak terasa apapa ... mana mobil nya enak bersih dan nyaman .... di dalem mobil karokean dengerin prambors... senang banget sama abang nya tuh  ,positif
"Ingin hidup hedon dengan minum kopi mahal dari kafe keren belekang rumah. Tapi karena misqueen, order via gofood, pake voucher potongan harga dan diskon dari tempatnya. Jadilah aku pesan 2 minuman yg kalo bayar di tempat 70k jadi cuma bayar 16k",positif
Ini beli di gojek tokonya martabak orin Belanja  otomatis dapat diskon  Tambah pake voucher gocar senang banget,positif
INI CEMILAN KESUKAAN AKU kalo ke kampus suka mampir beli makaroni campur 3 bungkus dan tadi aku lihat ada di gofood langsung aku pesan,netral
Ini dia Nasi Kulit yang udah dapat 100k review bintang 5 di GoFood! Kira-kira enak gak ya? ,netral
Ini gua naik gocar pun gua masih ngerasa kakeknya ngeliatin kita dari kaca mobil pandangannya tuh kayak nusuk gitu agak seram  gue aja sampe takut,negatif
"Ini jualannya Mang Amin, ada es kuwut, nasi uduk, gorengan, kolak. Lokasinya di deket Pasar Bersih Cengkareng. Bisa order di GoFood juga kok. Murah meriah harganya dan enak rasanya.",positif
"Ini lagi di gocar denger lagu di radio trs ikutan nyanyi pelan gt sambil main hape, abangnya iseng nanya: lagi senang ya mba",netral
ini minggu kedua dapat promo gocar baik senang banget jadi bisa dapat harga lebih murah hore,positif
Ini nanti masih mikir waktu udah nyampe goride apa gocar bingung karna keduanya punya kelemahan dan kelebihan,netral
ini semua gara gara abang gocar yang pasang lagu galau bgt trs akhirnya gw sampe sekarang jadi galau kaya abis diputusin pacar. mana lagi malam minggu,netral
ini terjadi di kehidupan aku stop gengsi buat naik gojek kecuali keadaan kalian ga memungkinkan buat naik motor,netral
Insyaallah rejeki Buat ongkos goride ke kampus nanti sore mau ambil sertifikat komputer,positif
Iseng iseng pesan Mia ayam di gofood refrensi dari teman dan terlihat beberapa harga masih terjangkau dan wajar lalu ketika mie sampai� waduh rasanya memang ga salah.... Enak bagus banget,positif
Itu kebijakan personal mbak bisa dimaklumi Tapi saya sebagai driver goride cuma bisa menjelaskan mungkin bisa saja harga naik kalo mbak order saat jam sibuk order kayak di screenshot ini Atau memang ongkos nya segitu disana,netral
Itu yang mau ngirim tumpeng pakai jasa goride sebenarnya mikir apa ya Harusnya kan gosend ya sepertinya masih harus sosialisasi fitur gojek lagi mungkin sih,netral
Iyaa tadi aja gocar gak ada yg mau ambil orderan akhirnya melipir ujan ke pasfes nunggu ujan nya reda dulu aja mas jangan hujanan,netral
"Jadi driver taxol (grabcar + gocar) pas weekend, lumayan lah sekali jalan asal niat bisa tembus 250-300 net sehari. Apalagi pas sabtu orang pada malmingan, rame order.",positif
"jadi gue tadi abis order gofood kan ya, dapat driver ramah banget... trus pas orderannya udah selesai, gue tungguin dia gak pergi- pergi, ternyata ngetik gini dulu. sehat selalu untuk orang- orang baik disekitar kita,",netral
"jadi ingat baru baru ini aku naik goride trus waktu udah sampai bapaknya bilang terimakasih banyak mba berkat mba ini misi saya jadi selesai, senang banget kalau ada driver yang begini setiap hari",positif
jadi ingat kmrn di jogja juga gofood kyk gini cuma ada mozza mana porsinya besar enak bgt,positif
jadi inget tadi malam naik GoCar dan sepanjang perjalanan balik tuh lagu- lagu yang diputerin beneran kayak dari playlist galau gue. Cocok sembari menatap nanar lampu -lampu kota di malam Minggu,netral
Jamur gepreknya bensu murah di gofood cm rb enak lg,positif
Jangankan gofood naik goride atau grabbike aja masih mikir kalo ga ada promo karna layanan gojek kalau nggak ada promo pasti mahal,negatif
Janjian aja sm driver nya Soalnya kalo pesen in time gitu pake sistem near by supaya cepat dapat driver,netral
Jarang banget dikasih goride Sekali di kasih langsung ke bukit bintang lumayan bisa nikmati indahnya germelap kota,positif
jd ingat pas utbk taun kemarin bubur ayam diskon di gofood jadi ribu per porsinya dan asli byk bgt,positif
jd ingat waktu utbk taun kemarin bubur ayam diskon di gofood jadi 2ribu per porsinya dan asli byk bgt salut banget sama perhatian dari gofood untuk peserta ujian,positif
jd kalo lu gabisa masak berarti solusinya gofood aja kapanpun dimanapun tetap bisa dapat makanan enak dan murah kok,positif
"Jdi inget puasa thun lalu, Bukber sama tmn pesen pecel ayam via gofood, emang enak bgt sih sampe ketagihan tuh kita",positif
"Kalau buat Ojol baru aku ga suka GoRide. Walaupun lbh murah, tp drivernya doyan nge-cancel. Mending Grab Sedikit lbh mahal tp cepet sampe dan jarang cancel",negatif
"Kalau gofood kadang ada promo dari restonya juga, kalau di totalin lebih murah saya gofood di banding makan di tempat",positif
Kalau hujan jangan goride Nanti kehujanan dong Mending bluebird lebih pasti emang lebih mahal sih,negatif
kalau mau pesankan orang gocar tp kita ga di tempat itu gimana ya Kasih notes kontak orang yg mau naik atau gimana,netral
kali ini dapat abang gocar pas lagu no song without you - honne dia ikut nyanyi pelan�. Hari ini beruntung banget dapat cultured driver,positif
"Kalo aku naik ojol pasti bawa helm sendiri, tapi gak tau kalo peraturan dari gojek nya sendiri gimana'""",netral
Kalo bisa bawa helm sendiri biar makin aman pas pesen goride oh iya kami para driver jg dicek kok jadi aman,positif
"Kalo bisa bawa helm sendiri biar makin aman pas pesen goride, oh iya kami para driver jg dicek kok suhu tubuhnya sebelum on bid, motor kami juga di semprot desinfektan kok secara berkala. Kuy pesen goride sekarang!",netral
"Kalo buat gua gaenak, rumah gua yg kaga ada mall, gojek, kereta, apa lah lebih gua suka lebih seru'""",positif
kalo gofood yg tenarnya termasuk goresto trus posisi dalam mall ga diminta uang parkir tp kalo goride biasanya driver tunggu di lobby,netral
Kalo goride jabodetabek udah bisa ganti mas dr tunai ke non tunai Mgkn bentar lg ke layanan lain dan daerah lain,netral
"kalo gua sih gak pernah mau pake goto, pake gojek ya jasa yang sewajarnya aja kek gofood, gocar, goride, gosend (itu pun barangnya enggak besar) memanusia kan manusia sih, soalnya pernah ngerasain jadi driver..",netral
kalo mau gofood selalu berpikir duitnya bisa dipakai buat beli pc padahal dulu setiap minggu bisa gofood mulu ,netral
Kalo naik gocar ke undip nya sampe rebu kalo hari ini survei terus pulang pergi bangkrut juga anjir,negatif
Kalo penyakit gofood @gojekindonesia adalah gampang banget kepencet order karena ga ada popup konfirmasi dan ga bisa dicancel. Telepon cs pun percuma cuma buang2 pulsa.,negatif
kan capek tuh gw kelar bimbingan gofood krn blm makan GW CAPEK BGT benaran BUTUH dukungan EMOsIoNAL,netral
karena ngejar mau teraweh dirumah jd mesen gocar hujannya awet dan yg ada ga bakal pulang klo maksain naik goride,netral
karena ngejar mau teraweh dirumah jd pesan gocar hujannya awet dan yg ada ga bakal pulang kalo paksa naik goride,netral
"Karena suka jajan, lama2 gue bikin jajanan rekomendasi gofood sejauh ini udh nemu 5 snack favorite, dan 5 tempat nasgor",netral
"Karena sy juga lagi buru2, sy lgsg order gocar lagi. Orderan sy yg sebelumnya terpaksa ""diselesaikan"" sama driver bluebird, dan saldo gopay sy terpotong. Padahal sy ngga jadi jalan sama driver itu. Kira2 saldo sy bisa balik ngga ya min",netral
"Karna ada GOFOOD aku jadi selalu simple dalam mengirim makanan tajil untuk dibagi2 ke jalanan #caripahala. Dan ada promo Go-Food, untuk pesan di jam 15:00-16:30, kamu bisa mendapat free ongkir atau bayar Rp. 2.000 saja. Berlaku utk pemesanan dibawah 2km guysss!! YUKK CUSSSSS",positif
"Kata siapa nder? Aku driver gocar, ada saldo gopay bisa langsung WD dan masuk rekening terus tarik tunai dan uang cash langsung ditangan",netral
"Katanya gofood ada promo diskon harga makanan dan free ongkir. Pas masukin pesanan, free ongkir. Pas pencet order, langsung ada ongkir nya kaya biasa tanpa promo. Kenapa tipu tipu gini sih?",negatif
"Kaya gini contohnya, belum gocar diskon sampe 15rb Kalau gofood kadang ada promo dari restonya juga, kalau di totalin lebih lumayan gofood di banding makan di tempat Semoga rejeki abang2 gojek selalu di permudah ya",netral
"Ke Pondok Indah naik GoCar, boleh kali ya Biar seru lembar dadu sebelum order GoCar, buat mutusin mau Pondok Indah 1, 2 atau 3",netral
Ke Tujuan yg Sama Gojek Dan GrabBike lebih murah GoRide itulah kenapa peminat goride lebih banyak dibanding grabbike,positif
kebiasaan kalau malam ga bisa tarik tunai di atm manapun jadi ga bisa bayar gocar memalukan banget,netral
"kemarin aku naik gocar, terus om nya ternyata kpopers wkwk dia pasang lagu nct,bp,rv.. terus aku ditanyain mau request lagu apa, aku minta bts, gatau knp seru aja gitu ketemu sama org yg 1 frekuensi",positif
"Kemarin gue naik gocar driver nya bingung karena ongkos biasanya ga segini katanya waktu gue cek nominal yg dicharge ternyata benar, driver nya baik jadi gue kasih tip",positif
kenangan paling males diingat mesen goride sekali tp krn aplikasinya keluar trs kupikir belum ke order jadinya driver nya marah marah ,negatif
Kenapa gojek gue ga bisa buat order goride dari kantor juga ga bisa goride nya,negatif
Kenapa harus beli mobil kalo ada gocar lebih gampang juga pesan nya,positif
Kenapa jadi pengen nangis yah habis baca tulisan bapak gocar Andai saja yg bilang gitu ortu ku pasti bahagia banget,positif
Kenapa selalu kalo ujan susah dapat gocar sering banget kondisi begini bikin gue kesal,negatif
"kenapa si gofood itu kalau lagi pengen pasti ongkir nya lumayan gede, pas lagi ga pengen gratis ongkir",netral
Kenapa sih pesan goride selalu dapat motor gede ga suka kalo car lebih mudah diculik soalnya pakai mobil serba salah memang naik transportasi online zaman sekarang tapi aku butuh juga sih,netral
kenapa sih sekarang default payment cash? Sia sia aku top up gopay. Buru buru pesan gofood ternyata cash. Harus turun ke satpam nitip duit. Padahal dulu enak ketika default gopay. Jadi kita nggak harus nitip nitip uang ke satpam. Mau kasih tip juga pakai app.,negatif
Kenapa sih sekarang gocar tuh ada orderan pararel? Bikin waktu nunggu makin lama. Kalo lagi mau buru-buru gimana coba? @gojekindonesia,negatif
Kenapa voucher goride itu kalo lagi butuh ngga ada kalo lagi ngga butuh malah ada saran aja sih buat gojek supaya lebih teliti melihat kebutuhan konsumen,netral
kenapa ya akhir ini susah banget dapat goride Padahal lihat dipeta banyak yg dekat,negatif
"kendalanya dari pengakuan ridernya. katanya tarif gosend sdg bermasalah. sy diminta ridernya lakukan 3 opsi : bayar lebih dr tarif yg diaplikasi, order pake goride biar ongkosnya lbh mahal dan atau batalkan orderan. sy pilih batalkan.",negatif
